observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	ht	rj	prec	r	rdt	ps
2858976-2011	gnpis.lot:'RE10039'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05TWjA5Qw==	RE10039	37668	2011	NA						
2858976-2011	gnpis.lot:'RE10039'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05TWjA5Qw==	RE10039	37668	2011	NA						
2858976-2011	gnpis.lot:'RE10039'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05TWjA5Qw==	RE10039	37668	2011	NA		1				
2858983-2011	gnpis.lot:'Altigo'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZDWUJHTQ==	ALTIGO	29843	2011	NA				105,2		
2858983-2011	gnpis.lot:'Altigo'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZDWUJHTQ==	ALTIGO	29843	2011	NA					87,7	
2858983-2011	gnpis.lot:'Altigo'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZDWUJHTQ==	ALTIGO	29843	2011	NA	82,5					
2858983-2011	gnpis.lot:'Altigo'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZDWUJHTQ==	ALTIGO	29843	2011	NA			131			
2858983-2011	gnpis.lot:'Altigo'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZDWUJHTQ==	ALTIGO	29843	2011	NA						75,8
2858983-2011	gnpis.lot:'Altigo'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZDWUJHTQ==	ALTIGO	29843	2011	NA						
2858985-2011	gnpis.lot:'CF10039'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzREU0dZNA==	CF10039	CF10039	2011	NA				93		
2858985-2011	gnpis.lot:'CF10039'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzREU0dZNA==	CF10039	CF10039	2011	NA					77,5	
2858985-2011	gnpis.lot:'CF10039'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzREU0dZNA==	CF10039	CF10039	2011	NA	95					
2858985-2011	gnpis.lot:'CF10039'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzREU0dZNA==	CF10039	CF10039	2011	NA			133,5			
2858985-2011	gnpis.lot:'CF10039'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzREU0dZNA==	CF10039	CF10039	2011	NA						76,7
2858985-2011	gnpis.lot:'CF10039'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzREU0dZNA==	CF10039	CF10039	2011	NA						
2858996-2011	gnpis.lot:'RE10040'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1UwQVdLUA==	RE10040	37214	2011	NA				98,1		
2858996-2011	gnpis.lot:'RE10040'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1UwQVdLUA==	RE10040	37214	2011	NA					76	
2858996-2011	gnpis.lot:'RE10040'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1UwQVdLUA==	RE10040	37214	2011	NA						
2858996-2011	gnpis.lot:'RE10040'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1UwQVdLUA==	RE10040	37214	2011	NA						
2858996-2011	gnpis.lot:'RE10040'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1UwQVdLUA==	RE10040	37214	2011	NA						
2858996-2011	gnpis.lot:'RE10040'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1UwQVdLUA==	RE10040	37214	2011	NA		1				
2859011-2011	gnpis.lot:'Attlass'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRCSEIwTg==	ATTLASS	28926	2011	NA				95,1		
2859011-2011	gnpis.lot:'Attlass'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRCSEIwTg==	ATTLASS	28926	2011	NA					79,3	
2859011-2011	gnpis.lot:'Attlass'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRCSEIwTg==	ATTLASS	28926	2011	NA	82,5					
2859011-2011	gnpis.lot:'Attlass'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRCSEIwTg==	ATTLASS	28926	2011	NA			132			
2859011-2011	gnpis.lot:'Attlass'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRCSEIwTg==	ATTLASS	28926	2011	NA						76,6
2859011-2011	gnpis.lot:'Attlass'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzRCSEIwTg==	ATTLASS	28926	2011	NA						
2859007-2011	gnpis.lot:'CF10016'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dFSkdXMw==	CF10016	CF10016	2011	NA				98,1		
2859007-2011	gnpis.lot:'CF10016'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dFSkdXMw==	CF10016	CF10016	2011	NA					81,8	
2859007-2011	gnpis.lot:'CF10016'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dFSkdXMw==	CF10016	CF10016	2011	NA	77,5					
2859007-2011	gnpis.lot:'CF10016'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dFSkdXMw==	CF10016	CF10016	2011	NA			135			
2859007-2011	gnpis.lot:'CF10016'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dFSkdXMw==	CF10016	CF10016	2011	NA						76,7
2859007-2011	gnpis.lot:'CF10016'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1dFSkdXMw==	CF10016	CF10016	2011	NA						
2858958-2011	gnpis.lot:'EM10207'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pSWVFVVw==	EM10207	EM10207	2011	NA				83,5		
2858958-2011	gnpis.lot:'EM10207'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pSWVFVVw==	EM10207	EM10207	2011	NA					64,7	
2858958-2011	gnpis.lot:'EM10207'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pSWVFVVw==	EM10207	EM10207	2011	NA						
2858958-2011	gnpis.lot:'EM10207'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pSWVFVVw==	EM10207	EM10207	2011	NA						
2858958-2011	gnpis.lot:'EM10207'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pSWVFVVw==	EM10207	EM10207	2011	NA						
2858958-2011	gnpis.lot:'EM10207'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0pSWVFVVw==	EM10207	EM10207	2011	NA		1				
2858967-2011	gnpis.lot:'DI11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVNVkdOVg==	DI11005	DI11005	2011	NA				101,5		
2858967-2011	gnpis.lot:'DI11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVNVkdOVg==	DI11005	DI11005	2011	NA					84,6	
2858967-2011	gnpis.lot:'DI11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVNVkdOVg==	DI11005	DI11005	2011	NA	72,5					
2858967-2011	gnpis.lot:'DI11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVNVkdOVg==	DI11005	DI11005	2011	NA			136,5			
2858967-2011	gnpis.lot:'DI11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVNVkdOVg==	DI11005	DI11005	2011	NA						72,3
2858967-2011	gnpis.lot:'DI11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVNVkdOVg==	DI11005	DI11005	2011	NA						
2858989-2011	gnpis.lot:'AO11003'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBQTU5KMQ==	AO11003	AO11003	2011	NA				99,6		
2858989-2011	gnpis.lot:'AO11003'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBQTU5KMQ==	AO11003	AO11003	2011	NA					83,1	
2858989-2011	gnpis.lot:'AO11003'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBQTU5KMQ==	AO11003	AO11003	2011	NA	85					
2858989-2011	gnpis.lot:'AO11003'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBQTU5KMQ==	AO11003	AO11003	2011	NA			134,5			
2858989-2011	gnpis.lot:'AO11003'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBQTU5KMQ==	AO11003	AO11003	2011	NA						75,2
2858989-2011	gnpis.lot:'AO11003'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBQTU5KMQ==	AO11003	AO11003	2011	NA						
2858992-2011	gnpis.lot:'RE10043'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FJTDBUUg==	RE10043	RE10043	2011	NA				97,3		
2858992-2011	gnpis.lot:'RE10043'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FJTDBUUg==	RE10043	RE10043	2011	NA					75,4	
2858992-2011	gnpis.lot:'RE10043'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FJTDBUUg==	RE10043	RE10043	2011	NA						
2858992-2011	gnpis.lot:'RE10043'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FJTDBUUg==	RE10043	RE10043	2011	NA						
2858992-2011	gnpis.lot:'RE10043'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FJTDBUUg==	RE10043	RE10043	2011	NA						
2858992-2011	gnpis.lot:'RE10043'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FJTDBUUg==	RE10043	RE10043	2011	NA		1				
2858964-2011	gnpis.lot:'DI11004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FSVkVMOA==	DI11004	DI11004	2011	NA				91,5		
2858964-2011	gnpis.lot:'DI11004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FSVkVMOA==	DI11004	DI11004	2011	NA					70,9	
2858964-2011	gnpis.lot:'DI11004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FSVkVMOA==	DI11004	DI11004	2011	NA						
2858964-2011	gnpis.lot:'DI11004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FSVkVMOA==	DI11004	DI11004	2011	NA						
2858964-2011	gnpis.lot:'DI11004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FSVkVMOA==	DI11004	DI11004	2011	NA						
2858964-2011	gnpis.lot:'DI11004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FSVkVMOA==	DI11004	DI11004	2011	NA		1				
2859009-2011	gnpis.lot:'RE10029'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGNVRDNw==	RE10029	RE10029	2011	NA				99,3		
2859009-2011	gnpis.lot:'RE10029'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGNVRDNw==	RE10029	RE10029	2011	NA					82,8	
2859009-2011	gnpis.lot:'RE10029'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGNVRDNw==	RE10029	RE10029	2011	NA	92,5					
2859009-2011	gnpis.lot:'RE10029'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGNVRDNw==	RE10029	RE10029	2011	NA			138,5			
2859009-2011	gnpis.lot:'RE10029'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGNVRDNw==	RE10029	RE10029	2011	NA						75,8
2859009-2011	gnpis.lot:'RE10029'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGNVRDNw==	RE10029	RE10029	2011	NA						
2858945-2011	gnpis.lot:'CF10042'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JDOVhFRg==	CF10042	CF10042	2011	NA				108,2		
2858945-2011	gnpis.lot:'CF10042'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JDOVhFRg==	CF10042	CF10042	2011	NA					90,2	
2858945-2011	gnpis.lot:'CF10042'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JDOVhFRg==	CF10042	CF10042	2011	NA	90					
2858945-2011	gnpis.lot:'CF10042'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JDOVhFRg==	CF10042	CF10042	2011	NA			133,5			
2858945-2011	gnpis.lot:'CF10042'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JDOVhFRg==	CF10042	CF10042	2011	NA						77,9
2858945-2011	gnpis.lot:'CF10042'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1JDOVhFRg==	CF10042	CF10042	2011	NA						
2858953-2011	gnpis.lot:'AO11007'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FLRllJSA==	AO11007	AO11007	2011	NA				95,2		
2858953-2011	gnpis.lot:'AO11007'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FLRllJSA==	AO11007	AO11007	2011	NA					79,4	
2858953-2011	gnpis.lot:'AO11007'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FLRllJSA==	AO11007	AO11007	2011	NA	85					
2858953-2011	gnpis.lot:'AO11007'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FLRllJSA==	AO11007	AO11007	2011	NA			130			
2858953-2011	gnpis.lot:'AO11007'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FLRllJSA==	AO11007	AO11007	2011	NA						75,4
2858953-2011	gnpis.lot:'AO11007'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0FLRllJSA==	AO11007	AO11007	2011	NA						
2859005-2011	gnpis.lot:'AO11002'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lZSVNQTA==	AO11002	37244	2011	NA				105,5		
2859005-2011	gnpis.lot:'AO11002'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lZSVNQTA==	AO11002	37244	2011	NA					87,9	
2859005-2011	gnpis.lot:'AO11002'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lZSVNQTA==	AO11002	37244	2011	NA	85					
2859005-2011	gnpis.lot:'AO11002'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lZSVNQTA==	AO11002	37244	2011	NA			133			
2859005-2011	gnpis.lot:'AO11002'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lZSVNQTA==	AO11002	37244	2011	NA						75,4
2859005-2011	gnpis.lot:'AO11002'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lZSVNQTA==	AO11002	37244	2011	NA						
2858978-2011	gnpis.lot:'AO11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzA4WjVGSA==	AO11005	37245	2011	NA				104,4		
2858978-2011	gnpis.lot:'AO11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzA4WjVGSA==	AO11005	37245	2011	NA					80,9	
2858978-2011	gnpis.lot:'AO11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzA4WjVGSA==	AO11005	37245	2011	NA						
2858978-2011	gnpis.lot:'AO11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzA4WjVGSA==	AO11005	37245	2011	NA						
2858978-2011	gnpis.lot:'AO11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzA4WjVGSA==	AO11005	37245	2011	NA						
2858978-2011	gnpis.lot:'AO11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzA4WjVGSA==	AO11005	37245	2011	NA		1				
2858999-2011	gnpis.lot:'DI11007'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlNT1c4Uw==	DI11007	DI11007	2011	NA				90,3		
2858999-2011	gnpis.lot:'DI11007'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlNT1c4Uw==	DI11007	DI11007	2011	NA					75,3	
2858999-2011	gnpis.lot:'DI11007'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlNT1c4Uw==	DI11007	DI11007	2011	NA	80					
2858999-2011	gnpis.lot:'DI11007'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlNT1c4Uw==	DI11007	DI11007	2011	NA			136,5			
2858999-2011	gnpis.lot:'DI11007'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlNT1c4Uw==	DI11007	DI11007	2011	NA						80,5
2858999-2011	gnpis.lot:'DI11007'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzlNT1c4Uw==	DI11007	DI11007	2011	NA						
2858948-2011	gnpis.lot:'CF10049'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01GNExWNw==	CF10049	CF10049	2011	NA				100,9		
2858948-2011	gnpis.lot:'CF10049'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01GNExWNw==	CF10049	CF10049	2011	NA					78,2	
2858948-2011	gnpis.lot:'CF10049'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01GNExWNw==	CF10049	CF10049	2011	NA						
2858948-2011	gnpis.lot:'CF10049'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01GNExWNw==	CF10049	CF10049	2011	NA						
2858948-2011	gnpis.lot:'CF10049'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01GNExWNw==	CF10049	CF10049	2011	NA						
2858948-2011	gnpis.lot:'CF10049'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01GNExWNw==	CF10049	CF10049	2011	NA		1				
2858979-2011	gnpis.lot:'AO11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzA4WjVGSA==	AO11005	37245	2011	NA				106,7		
2858979-2011	gnpis.lot:'AO11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzA4WjVGSA==	AO11005	37245	2011	NA					89	
2858979-2011	gnpis.lot:'AO11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzA4WjVGSA==	AO11005	37245	2011	NA	75					
2858979-2011	gnpis.lot:'AO11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzA4WjVGSA==	AO11005	37245	2011	NA			132			
2858979-2011	gnpis.lot:'AO11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzA4WjVGSA==	AO11005	37245	2011	NA						76,3
2858979-2011	gnpis.lot:'AO11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzA4WjVGSA==	AO11005	37245	2011	NA						
2858981-2011	gnpis.lot:'AO11004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0s0RFBCSA==	AO11004	AO11004	2011	NA				98,2		
2858981-2011	gnpis.lot:'AO11004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0s0RFBCSA==	AO11004	AO11004	2011	NA					81,9	
2858981-2011	gnpis.lot:'AO11004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0s0RFBCSA==	AO11004	AO11004	2011	NA	65					
2858981-2011	gnpis.lot:'AO11004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0s0RFBCSA==	AO11004	AO11004	2011	NA			131			
2858981-2011	gnpis.lot:'AO11004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0s0RFBCSA==	AO11004	AO11004	2011	NA						73,9
2858981-2011	gnpis.lot:'AO11004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0s0RFBCSA==	AO11004	AO11004	2011	NA						
2858951-2011	gnpis.lot:'CF10004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0k5VUFINg==	CF10004	CF10004	2011	NA				97,4		
2858951-2011	gnpis.lot:'CF10004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0k5VUFINg==	CF10004	CF10004	2011	NA					81,2	
2858951-2011	gnpis.lot:'CF10004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0k5VUFINg==	CF10004	CF10004	2011	NA	82,5					
2858951-2011	gnpis.lot:'CF10004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0k5VUFINg==	CF10004	CF10004	2011	NA			135,5			
2858951-2011	gnpis.lot:'CF10004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0k5VUFINg==	CF10004	CF10004	2011	NA						73,6
2858951-2011	gnpis.lot:'CF10004'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0k5VUFINg==	CF10004	CF10004	2011	NA						
2858966-2011	gnpis.lot:'DI11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVNVkdOVg==	DI11005	DI11005	2011	NA				102,7		
2858966-2011	gnpis.lot:'DI11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVNVkdOVg==	DI11005	DI11005	2011	NA					79,6	
2858966-2011	gnpis.lot:'DI11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVNVkdOVg==	DI11005	DI11005	2011	NA						
2858966-2011	gnpis.lot:'DI11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVNVkdOVg==	DI11005	DI11005	2011	NA						
2858966-2011	gnpis.lot:'DI11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVNVkdOVg==	DI11005	DI11005	2011	NA						
2858966-2011	gnpis.lot:'DI11005'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzVNVkdOVg==	DI11005	DI11005	2011	NA		1				
2858971-2011	gnpis.lot:'DI11003'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01HWENURg==	DI11003	DI11003	2011	NA				104,8		
2858971-2011	gnpis.lot:'DI11003'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01HWENURg==	DI11003	DI11003	2011	NA					87,4	
2858971-2011	gnpis.lot:'DI11003'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01HWENURg==	DI11003	DI11003	2011	NA	82,5					
2858971-2011	gnpis.lot:'DI11003'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01HWENURg==	DI11003	DI11003	2011	NA			133			
2858971-2011	gnpis.lot:'DI11003'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01HWENURg==	DI11003	DI11003	2011	NA						76
2858971-2011	gnpis.lot:'DI11003'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L01HWENURg==	DI11003	DI11003	2011	NA						
2859014-2011	gnpis.lot:'RE10023'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzhHV0dCRw==	RE10023	RE10023	2011	NA				91,2		
2859014-2011	gnpis.lot:'RE10023'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzhHV0dCRw==	RE10023	RE10023	2011	NA					70,7	
2859014-2011	gnpis.lot:'RE10023'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzhHV0dCRw==	RE10023	RE10023	2011	NA						
2859014-2011	gnpis.lot:'RE10023'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzhHV0dCRw==	RE10023	RE10023	2011	NA						
2859014-2011	gnpis.lot:'RE10023'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzhHV0dCRw==	RE10023	RE10023	2011	NA						
2859014-2011	gnpis.lot:'RE10023'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzhHV0dCRw==	RE10023	RE10023	2011	NA		1				
2859015-2011	gnpis.lot:'RE10023'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzhHV0dCRw==	RE10023	RE10023	2011	NA				99,8		
2859015-2011	gnpis.lot:'RE10023'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzhHV0dCRw==	RE10023	RE10023	2011	NA					83,2	
2859015-2011	gnpis.lot:'RE10023'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzhHV0dCRw==	RE10023	RE10023	2011	NA	92,5					
2859015-2011	gnpis.lot:'RE10023'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzhHV0dCRw==	RE10023	RE10023	2011	NA			139,5			
2859015-2011	gnpis.lot:'RE10023'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzhHV0dCRw==	RE10023	RE10023	2011	NA						75,2
2859015-2011	gnpis.lot:'RE10023'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzhHV0dCRw==	RE10023	RE10023	2011	NA						
2858939-2011	gnpis.lot:'Barok'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ozTU5ZRg==	BAROK	32101	2011	NA				106		
2858939-2011	gnpis.lot:'Barok'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ozTU5ZRg==	BAROK	32101	2011	NA					88,4	
2858939-2011	gnpis.lot:'Barok'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ozTU5ZRg==	BAROK	32101	2011	NA	82,5					
2858939-2011	gnpis.lot:'Barok'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ozTU5ZRg==	BAROK	32101	2011	NA			132			
2858939-2011	gnpis.lot:'Barok'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ozTU5ZRg==	BAROK	32101	2011	NA						75,8
2858939-2011	gnpis.lot:'Barok'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ozTU5ZRg==	BAROK	32101	2011	NA						
