observationLevels[REPLICATION]	observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	vr	rdt	ps
2	2826317-2007	gnpis.lot:'RE06119'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjExOQ==	RE06119	RE06119	2007	NA			60
2	2826317-2007	gnpis.lot:'RE06119'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjExOQ==	RE06119	RE06119	2007	NA	8		
2	2826321-2007	gnpis.lot:'DI07018'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxOA==	DI07018	DI07018	2007	NA		57,6	
2	2826321-2007	gnpis.lot:'DI07018'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxOA==	DI07018	DI07018	2007	NA			64,6
2	2826321-2007	gnpis.lot:'DI07018'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxOA==	DI07018	DI07018	2007	NA	9		
2	2826331-2007	gnpis.lot:'RE06140'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lRRkUzTQ==	RE06140	36814	2007	NA		87,87	
2	2826331-2007	gnpis.lot:'RE06140'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lRRkUzTQ==	RE06140	36814	2007	NA			74
2	2826331-2007	gnpis.lot:'RE06140'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lRRkUzTQ==	RE06140	36814	2007	NA			
1	2826238-2007	gnpis.lot:'DI07020'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAyMA==	DI07020	DI07020	2007	NA		87,3	
1	2826238-2007	gnpis.lot:'DI07020'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAyMA==	DI07020	DI07020	2007	NA			67,4
1	2826238-2007	gnpis.lot:'DI07020'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAyMA==	DI07020	DI07020	2007	NA			
2	2826389-2007	gnpis.lot:'CF06273'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Mw==	CF06273	CF06273	2007	NA		41,75	
2	2826389-2007	gnpis.lot:'CF06273'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Mw==	CF06273	CF06273	2007	NA			58,3
2	2826389-2007	gnpis.lot:'CF06273'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Mw==	CF06273	CF06273	2007	NA	1		
1	2826246-2007	gnpis.lot:'EM06303'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwMw==	EM06303	EM06303	2007	NA		100,17	
1	2826246-2007	gnpis.lot:'EM06303'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwMw==	EM06303	EM06303	2007	NA			74,7
1	2826246-2007	gnpis.lot:'EM06303'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwMw==	EM06303	EM06303	2007	NA			
1	2826390-2007	gnpis.lot:'CF06273'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Mw==	CF06273	CF06273	2007	NA		78,83	
1	2826390-2007	gnpis.lot:'CF06273'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Mw==	CF06273	CF06273	2007	NA			70,5
1	2826390-2007	gnpis.lot:'CF06273'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Mw==	CF06273	CF06273	2007	NA			
1	2826322-2007	gnpis.lot:'DI07018'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxOA==	DI07018	DI07018	2007	NA		83,92	
1	2826322-2007	gnpis.lot:'DI07018'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxOA==	DI07018	DI07018	2007	NA			72,7
1	2826322-2007	gnpis.lot:'DI07018'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxOA==	DI07018	DI07018	2007	NA			
1	2826360-2007	gnpis.lot:'EM06195'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjE5NQ==	EM06195	EM06195	2007	NA		63,27	
1	2826360-2007	gnpis.lot:'EM06195'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjE5NQ==	EM06195	EM06195	2007	NA			63,1
1	2826360-2007	gnpis.lot:'EM06195'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjE5NQ==	EM06195	EM06195	2007	NA	1		
1	2826370-2007	gnpis.lot:'CF06294'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5NA==	CF06294	CF06294	2007	NA		92,88	
1	2826370-2007	gnpis.lot:'CF06294'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5NA==	CF06294	CF06294	2007	NA			71,2
1	2826370-2007	gnpis.lot:'CF06294'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5NA==	CF06294	CF06294	2007	NA			
2	2826237-2007	gnpis.lot:'DI07020'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAyMA==	DI07020	DI07020	2007	NA		37,45	
2	2826237-2007	gnpis.lot:'DI07020'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAyMA==	DI07020	DI07020	2007	NA			57,4
2	2826237-2007	gnpis.lot:'DI07020'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAyMA==	DI07020	DI07020	2007	NA	6,5		
1	2826356-2007	gnpis.lot:'RE06106'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwNg==	RE06106	RE06106	2007	NA		58,07	
1	2826356-2007	gnpis.lot:'RE06106'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwNg==	RE06106	RE06106	2007	NA			56,5
1	2826356-2007	gnpis.lot:'RE06106'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwNg==	RE06106	RE06106	2007	NA	7,5		
1	2826224-2007	gnpis.lot:'RE06097'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1gwRlNKNg==	RE06097	36812	2007	NA		57,42	
1	2826224-2007	gnpis.lot:'RE06097'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1gwRlNKNg==	RE06097	36812	2007	NA			68,9
1	2826224-2007	gnpis.lot:'RE06097'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1gwRlNKNg==	RE06097	36812	2007	NA	6,5		
1	2826358-2007	gnpis.lot:'RE06106'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwNg==	RE06106	RE06106	2007	NA		87,04	
1	2826358-2007	gnpis.lot:'RE06106'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwNg==	RE06106	RE06106	2007	NA			69,5
1	2826358-2007	gnpis.lot:'RE06106'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwNg==	RE06106	RE06106	2007	NA			
2	2826345-2007	gnpis.lot:'RE06127'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RCS1dRTg==	RE06127	35314	2007	NA		73,03	
2	2826345-2007	gnpis.lot:'RE06127'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RCS1dRTg==	RE06127	35314	2007	NA			66,7
2	2826345-2007	gnpis.lot:'RE06127'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1RCS1dRTg==	RE06127	35314	2007	NA	1,5		
2	2826373-2007	gnpis.lot:'CF06296'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5Ng==	CF06296	CF06296	2007	NA		41,72	
2	2826373-2007	gnpis.lot:'CF06296'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5Ng==	CF06296	CF06296	2007	NA			67,7
2	2826373-2007	gnpis.lot:'CF06296'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5Ng==	CF06296	CF06296	2007	NA	1,5		
2	2826399-2007	gnpis.lot:'EM06233'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NBNFI4Qg==	EM06233	36799	2007	NA		97,46	
2	2826399-2007	gnpis.lot:'EM06233'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NBNFI4Qg==	EM06233	36799	2007	NA			74,9
2	2826399-2007	gnpis.lot:'EM06233'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NBNFI4Qg==	EM06233	36799	2007	NA			
1	2826230-2007	gnpis.lot:'AO07403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0tZWFpGQw==	AO07403	36739	2007	NA		94,64	
1	2826230-2007	gnpis.lot:'AO07403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0tZWFpGQw==	AO07403	36739	2007	NA			72,1
1	2826230-2007	gnpis.lot:'AO07403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0tZWFpGQw==	AO07403	36739	2007	NA			
1	2826256-2007	gnpis.lot:'CF06269'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI2OQ==	CF06269	CF06269	2007	NA		56,63	
1	2826256-2007	gnpis.lot:'CF06269'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI2OQ==	CF06269	CF06269	2007	NA			67,5
1	2826256-2007	gnpis.lot:'CF06269'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI2OQ==	CF06269	CF06269	2007	NA	2,5		
2	2826275-2007	gnpis.lot:'CF06227'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BJUEJGVQ==	CF06227	33590	2007	NA		84,95	
2	2826275-2007	gnpis.lot:'CF06227'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BJUEJGVQ==	CF06227	33590	2007	NA			73,8
2	2826275-2007	gnpis.lot:'CF06227'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BJUEJGVQ==	CF06227	33590	2007	NA			
2	2826323-2007	gnpis.lot:'DI07018'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxOA==	DI07018	DI07018	2007	NA		86,66	
2	2826323-2007	gnpis.lot:'DI07018'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxOA==	DI07018	DI07018	2007	NA			71
2	2826323-2007	gnpis.lot:'DI07018'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6REkwNzAxOA==	DI07018	DI07018	2007	NA			
2	2826327-2007	gnpis.lot:'DI07019'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGUFJBVg==	DI07019	DI07019	2007	NA		82,43	
2	2826327-2007	gnpis.lot:'DI07019'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGUFJBVg==	DI07019	DI07019	2007	NA			68,9
2	2826327-2007	gnpis.lot:'DI07019'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGUFJBVg==	DI07019	DI07019	2007	NA			
1	2826392-2007	gnpis.lot:'CF06277'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Nw==	CF06277	CF06277	2007	NA		41,22	
1	2826392-2007	gnpis.lot:'CF06277'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Nw==	CF06277	CF06277	2007	NA			66,1
1	2826392-2007	gnpis.lot:'CF06277'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI3Nw==	CF06277	CF06277	2007	NA	1		
1	2826228-2007	gnpis.lot:'AO07403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0tZWFpGQw==	AO07403	36739	2007	NA		57,89	
1	2826228-2007	gnpis.lot:'AO07403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0tZWFpGQw==	AO07403	36739	2007	NA			67,3
1	2826228-2007	gnpis.lot:'AO07403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0tZWFpGQw==	AO07403	36739	2007	NA	8,5		
1	2826268-2007	gnpis.lot:'CF06225'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIyNQ==	CF06225	CF06225	2007	NA		44,89	
1	2826268-2007	gnpis.lot:'CF06225'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIyNQ==	CF06225	CF06225	2007	NA			57,7
1	2826268-2007	gnpis.lot:'CF06225'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIyNQ==	CF06225	CF06225	2007	NA	1		
1	2826312-2007	gnpis.lot:'AO07803'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05NWERPWg==	AO07803	36742	2007	NA		66,9	
1	2826312-2007	gnpis.lot:'AO07803'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05NWERPWg==	AO07803	36742	2007	NA			73,9
1	2826312-2007	gnpis.lot:'AO07803'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05NWERPWg==	AO07803	36742	2007	NA	3,5		
2	2826315-2007	gnpis.lot:'AO07803'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05NWERPWg==	AO07803	36742	2007	NA		91,48	
2	2826315-2007	gnpis.lot:'AO07803'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05NWERPWg==	AO07803	36742	2007	NA			77,7
2	2826315-2007	gnpis.lot:'AO07803'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05NWERPWg==	AO07803	36742	2007	NA			
2	2826305-2007	gnpis.lot:'DI07015'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NXNk1QRQ==	DI07015	37273	2007	NA		64,14	
2	2826305-2007	gnpis.lot:'DI07015'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NXNk1QRQ==	DI07015	37273	2007	NA			68,6
2	2826305-2007	gnpis.lot:'DI07015'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NXNk1QRQ==	DI07015	37273	2007	NA	1		
2	2826357-2007	gnpis.lot:'RE06106'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwNg==	RE06106	RE06106	2007	NA		51,13	
2	2826357-2007	gnpis.lot:'RE06106'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwNg==	RE06106	RE06106	2007	NA			56
2	2826357-2007	gnpis.lot:'RE06106'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjEwNg==	RE06106	RE06106	2007	NA	7,5		
1	2826386-2007	gnpis.lot:'CF06230'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BCRDhQTw==	CF06230	33591	2007	NA		86,72	
1	2826386-2007	gnpis.lot:'CF06230'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BCRDhQTw==	CF06230	33591	2007	NA			71,1
1	2826386-2007	gnpis.lot:'CF06230'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BCRDhQTw==	CF06230	33591	2007	NA			
1	2826302-2007	gnpis.lot:'Sankara'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1I1VkpXNg==	SANKARA	23878	2007	NA		88,23	
1	2826302-2007	gnpis.lot:'Sankara'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1I1VkpXNg==	SANKARA	23878	2007	NA			72,1
1	2826302-2007	gnpis.lot:'Sankara'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1I1VkpXNg==	SANKARA	23878	2007	NA			
2	2826353-2007	gnpis.lot:'CF06250'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI1MA==	CF06250	CF06250	2007	NA		42,82	
2	2826353-2007	gnpis.lot:'CF06250'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI1MA==	CF06250	CF06250	2007	NA			61,5
2	2826353-2007	gnpis.lot:'CF06250'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI1MA==	CF06250	CF06250	2007	NA	6,5		
2	2826253-2007	gnpis.lot:'EM06305'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwNQ==	EM06305	EM06305	2007	NA		45,25	
2	2826253-2007	gnpis.lot:'EM06305'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwNQ==	EM06305	EM06305	2007	NA			60
2	2826253-2007	gnpis.lot:'EM06305'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwNQ==	EM06305	EM06305	2007	NA	3,5		
2	2826339-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA		85,86	
2	2826339-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA			66,8
2	2826339-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA			
2	2826301-2007	gnpis.lot:'Sankara'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1I1VkpXNg==	SANKARA	23878	2007	NA		33,01	
2	2826301-2007	gnpis.lot:'Sankara'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1I1VkpXNg==	SANKARA	23878	2007	NA			56,4
2	2826301-2007	gnpis.lot:'Sankara'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1I1VkpXNg==	SANKARA	23878	2007	NA	2,5		
1	2826376-2007	gnpis.lot:'CF06210'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JaR0JIVw==	CF06210	36763	2007	NA		59,5	
1	2826376-2007	gnpis.lot:'CF06210'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JaR0JIVw==	CF06210	36763	2007	NA			64,4
1	2826376-2007	gnpis.lot:'CF06210'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JaR0JIVw==	CF06210	36763	2007	NA	5,5		
1	2826314-2007	gnpis.lot:'AO07803'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05NWERPWg==	AO07803	36742	2007	NA		95,5	
1	2826314-2007	gnpis.lot:'AO07803'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05NWERPWg==	AO07803	36742	2007	NA			76,9
1	2826314-2007	gnpis.lot:'AO07803'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05NWERPWg==	AO07803	36742	2007	NA			
1	2826378-2007	gnpis.lot:'CF06210'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JaR0JIVw==	CF06210	36763	2007	NA		74,08	
1	2826378-2007	gnpis.lot:'CF06210'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JaR0JIVw==	CF06210	36763	2007	NA			67
1	2826378-2007	gnpis.lot:'CF06210'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0JaR0JIVw==	CF06210	36763	2007	NA			
1	2826272-2007	gnpis.lot:'CF06227'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BJUEJGVQ==	CF06227	33590	2007	NA		57,95	
1	2826272-2007	gnpis.lot:'CF06227'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BJUEJGVQ==	CF06227	33590	2007	NA			67,4
1	2826272-2007	gnpis.lot:'CF06227'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BJUEJGVQ==	CF06227	33590	2007	NA	3		
1	2826276-2007	gnpis.lot:'EM06229'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZTS0tIUw==	EM06229	36798	2007	NA		72,61	
1	2826276-2007	gnpis.lot:'EM06229'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZTS0tIUw==	EM06229	36798	2007	NA			64,9
1	2826276-2007	gnpis.lot:'EM06229'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZTS0tIUw==	EM06229	36798	2007	NA	1		
1	2826284-2007	gnpis.lot:'Mendel'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ROSTNJVw==	MENDEL	23874	2007	NA		49,32	
1	2826284-2007	gnpis.lot:'Mendel'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ROSTNJVw==	MENDEL	23874	2007	NA			60,8
1	2826284-2007	gnpis.lot:'Mendel'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ROSTNJVw==	MENDEL	23874	2007	NA	1		
1	2826258-2007	gnpis.lot:'CF06269'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI2OQ==	CF06269	CF06269	2007	NA		93,29	
1	2826258-2007	gnpis.lot:'CF06269'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI2OQ==	CF06269	CF06269	2007	NA			74,7
1	2826258-2007	gnpis.lot:'CF06269'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI2OQ==	CF06269	CF06269	2007	NA			
2	2826309-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA		50,38	
2	2826309-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA			57,8
2	2826309-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA	4		
2	2826355-2007	gnpis.lot:'CF06250'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI1MA==	CF06250	CF06250	2007	NA		95,19	
2	2826355-2007	gnpis.lot:'CF06250'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI1MA==	CF06250	CF06250	2007	NA			74,6
2	2826355-2007	gnpis.lot:'CF06250'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI1MA==	CF06250	CF06250	2007	NA			
1	2826266-2007	gnpis.lot:'Koreli'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZQREhXTQ==	KORELI	29814	2007	NA		88	
1	2826266-2007	gnpis.lot:'Koreli'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZQREhXTQ==	KORELI	29814	2007	NA			77,9
1	2826266-2007	gnpis.lot:'Koreli'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzZQREhXTQ==	KORELI	29814	2007	NA			
2	2826291-2007	gnpis.lot:'AO07001'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6QU8wNzAwMQ==	AO07001	AO07001	2007	NA		74,01	
2	2826291-2007	gnpis.lot:'AO07001'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6QU8wNzAwMQ==	AO07001	AO07001	2007	NA			76,7
2	2826291-2007	gnpis.lot:'AO07001'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6QU8wNzAwMQ==	AO07001	AO07001	2007	NA			
2	2826229-2007	gnpis.lot:'AO07403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0tZWFpGQw==	AO07403	36739	2007	NA		48,32	
2	2826229-2007	gnpis.lot:'AO07403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0tZWFpGQw==	AO07403	36739	2007	NA			64,6
2	2826229-2007	gnpis.lot:'AO07403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0tZWFpGQw==	AO07403	36739	2007	NA	8,5		
2	2826311-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA		89,82	
2	2826311-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA			71,8
2	2826311-2007	gnpis.lot:'Caphorn'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lINEk4Ug==	CAPHORN	20443	2007	NA			
1	2826328-2007	gnpis.lot:'RE06140'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lRRkUzTQ==	RE06140	36814	2007	NA		78,14	
1	2826328-2007	gnpis.lot:'RE06140'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lRRkUzTQ==	RE06140	36814	2007	NA			72,4
1	2826328-2007	gnpis.lot:'RE06140'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lRRkUzTQ==	RE06140	36814	2007	NA	1		
1	2826336-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA		44,28	
1	2826336-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA			57,4
1	2826336-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA	1		
2	2826329-2007	gnpis.lot:'RE06140'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lRRkUzTQ==	RE06140	36814	2007	NA		80,03	
2	2826329-2007	gnpis.lot:'RE06140'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lRRkUzTQ==	RE06140	36814	2007	NA			68
2	2826329-2007	gnpis.lot:'RE06140'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1lRRkUzTQ==	RE06140	36814	2007	NA	2,5		
